,x,y
0,8642.2,3259.4399999999996
1,8641.56,3261.265
2,8640.84,3263.205
3,8640.035,3265.08
4,8639.17,3266.85
5,8638.115,3268.5600000000004
6,8636.96,3270.1949999999997
7,8635.715,3271.75
8,8634.380000000001,3273.22
9,8632.970000000001,3274.6099999999997
10,8631.48,3275.91
11,8630.73,3276.525
12,8629.154999999999,3277.6949999999997
13,8627.515,3278.7799999999997
14,8625.84,3279.77
15,8624.11,3280.6800000000003
16,8622.35,3281.495
17,8620.560000000001,3282.2200000000003
18,8618.744999999999,3282.8450000000003
19,8617.845000000001,3283.105
20,8616.005000000001,3283.6
21,8614.16,3283.995
22,8612.314999999999,3284.29
23,8610.475,3284.485
24,8608.645,3284.58
25,8606.84,3284.575
26,8605.939999999999,3284.5699999999997
