,x,y
0,-6978.465,-4077.74
1,-6968.035,-4060.1899999999996
2,-6966.955,-4058.25
3,-6965.97,-4056.5
4,-6965.1,-4054.74
5,-6964.305,-4053.05
6,-6963.58,-4051.405
7,-6962.93,-4049.815
8,-6962.34,-4048.265
9,-6961.82,-4046.745
10,-6961.36,-4045.25
11,-6960.78,-4043.08
12,-6960.46,-4041.605
13,-6960.2,-4040.125
14,-6959.99,-4038.63
15,-6959.825000000001,-4037.115
16,-6959.705,-4035.5699999999997
17,-6959.629999999999,-4033.995
18,-6959.629999999999,-4033.2200000000003
19,-6959.615,-4031.5950000000003
20,-6959.65,-4029.895
