,x,y
0,-822.5550000000001,-2586.855
1,-816.505,-2582.235
2,-814.94,-2581.12
3,-813.475,-2579.9
4,-812.135,-2578.58
5,-810.91,-2577.165
6,-809.825,-2575.665
7,-808.885,-2574.0950000000003
8,-808.09,-2572.455
9,-807.715,-2571.6499999999996
10,-807.1700000000001,-2569.9300000000003
11,-806.8050000000001,-2568.16
12,-806.63,-2566.34
13,-806.5999999999999,-2565.455
14,-806.71,-2563.585
15,-807.03,-2561.69
16,-807.565,-2559.77
17,-807.94,-2558.825
18,-808.81,-2556.885
19,-809.925,-2554.94
20,-811.28,-2553.0
