,x,y
0,-470.71,900.77
1,-470.8,898.855
2,-470.775,896.96
3,-470.65999999999997,895.085
4,-470.435,893.23
5,-470.105,891.405
6,-469.67,889.615
7,-469.41499999999996,888.735
8,-468.83000000000004,886.99
9,-468.145,885.29
10,-467.345,883.635
11,-466.45000000000005,882.03
12,-465.45000000000005,880.47
13,-464.345,878.97
14,-463.13,877.525
15,-461.815,876.145
16,-460.4,874.835
17,-458.875,873.595
18,-457.25,872.42
19,-455.52,871.33
20,-453.67999999999995,870.3199999999999
21,-451.74,869.395
22,-449.695,868.5550000000001
23,-448.64,868.19
24,-435.69,864.085
25,-435.565,864.0550000000001
26,-434.57,863.73
