,x,y
0,-1268.315,2686.09
1,-1267.5900000000001,2685.54
2,-1266.845,2685.035
3,-1265.73,2684.3199999999997
4,-1264.475,2683.6000000000004
5,-1263.085,2682.895
6,-1261.5700000000002,2682.225
7,-1259.955,2681.5950000000003
8,-1258.255,2681.025
9,-1256.475,2680.525
10,-1254.635,2680.12
11,-1253.73,2680.04
12,-1251.835,2679.79
13,-1249.9099999999999,2679.6549999999997
14,-1247.97,2679.66
15,-1246.02,2679.81
16,-1245.08,2679.9849999999997
17,-1243.15,2680.355
18,-1241.245,2680.9049999999997
19,-1240.29,2681.2349999999997
