,x,y
0,-2050.09,134.43
1,-2063.63,127.865
2,-2065.145,126.92500000000001
3,-2067.085,125.465
4,-2068.405,124.39
5,-2069.6099999999997,123.245
6,-2070.685,122.015
7,-2071.315,121.39500000000001
8,-2072.165,120.045
9,-2072.8450000000003,118.58500000000001
10,-2073.2250000000004,117.87
11,-2073.635,116.255
12,-2073.835,115.46000000000001
13,-2073.955,113.66499999999999
14,-2073.8549999999996,111.72
15,-2073.755,110.78
16,-2073.32,108.62
17,-2073.005,107.57
18,-2072.2,105.18
19,-2071.17,102.675
20,-2069.775,99.81
