,x,y
0,5131.295,2772.315
1,5127.715,2772.135
2,5127.155,2772.155
3,5126.67,2772.1450000000004
4,5124.95,2771.76
5,5123.125,2771.175
6,5122.299999999999,2770.8199999999997
7,5120.62,2769.9449999999997
8,5119.08,2768.9049999999997
9,5117.6900000000005,2767.685
10,5117.0650000000005,2766.915
11,5115.924999999999,2765.4449999999997
12,5114.99,2763.8050000000003
13,5114.26,2761.995
14,5113.764999999999,2760.0150000000003
15,5113.515,2757.865
16,5113.54,2756.7200000000003
17,5113.700000000001,2754.365
