,x,y
0,1663.355,3062.2200000000003
1,1660.83,3061.3999999999996
2,1658.45,3060.5150000000003
3,1656.22,3059.575
4,1654.145,3058.585
5,1652.225,3057.54
6,1650.45,3056.44
7,1648.82,3055.285
8,1648.0549999999998,3054.715
9,1646.6399999999999,3053.48
10,1645.37,3052.19
11,1644.24,3050.8450000000003
12,1643.24,3049.4449999999997
13,1642.81,3048.74
14,1642.015,3047.25
15,1641.355,3045.71
16,1640.82,3044.105
17,1640.41,3042.45
18,1640.125,3040.73
19,1640.06,3039.835
20,1639.96,3038.025
21,1639.975,3036.155
22,1640.115,3034.225
23,1640.37,3032.245
