,x,y
0,6086.55,3321.0249999999996
1,6093.595,3320.91
2,6096.325,3320.88
3,6099.389999999999,3321.0299999999997
4,6101.465,3321.215
5,6103.4349999999995,3321.475
6,6105.32,3321.8149999999996
7,6107.12,3322.235
8,6108.835,3322.74
9,6110.475,3323.33
10,6112.05,3323.995
11,6113.555,3324.755
12,6114.305,3325.045
13,6115.71,3325.925
14,6117.0650000000005,3326.895
15,6117.695,3327.3
16,6118.975,3328.3999999999996
17,6120.22,3329.6
18,6120.76,3330.135
19,6121.955,3331.4700000000003
20,6123.13,3332.9049999999997
21,6123.615,3333.58
22,6124.764999999999,3335.165
23,6125.9,3336.845
24,6126.37,3337.67
25,6127.51,3339.51
26,6128.66,3341.455
27,6129.825000000001,3343.51
28,6131.005,3345.67
29,6132.045,3347.95
