,x,y
0,-320.96500000000003,-1057.435
1,-320.41,-1055.74
2,-318.65999999999997,-1050.5700000000002
3,-317.94,-1048.13
4,-317.355,-1045.9050000000002
5,-316.93,-1043.8899999999999
6,-316.66499999999996,-1042.075
7,-316.57,-1040.4450000000002
8,-316.655,-1038.99
9,-316.935,-1037.705
10,-317.405,-1036.5749999999998
11,-318.095,-1035.5949999999998
12,-318.985,-1034.76
13,-319.515,-1034.405
14,-320.73,-1033.755
15,-322.175,-1033.2150000000001
16,-323.865,-1032.77
17,-324.74,-1032.615
18,-326.755,-1032.74
19,-327.16999999999996,-1032.76
20,-328.745,-1032.8600000000001
21,-329.125,-1032.87
22,-329.475,-1032.845
23,-331.03,-1032.6599999999999
24,-336.08000000000004,-1031.17
