,x,y
0,1620.3400000000001,3047.96
1,1622.87,3048.9
2,1624.525,3049.6099999999997
3,1625.105,3049.8599999999997
4,1627.185,3050.895
5,1629.105,3051.99
6,1630.875,3053.1499999999996
7,1632.495,3054.375
8,1633.965,3055.6549999999997
9,1635.29,3057.0
10,1636.47,3058.4049999999997
11,1637.025,3059.1400000000003
12,1637.99,3060.62
13,1638.8249999999998,3062.16
14,1639.5149999999999,3063.755
15,1640.0749999999998,3065.3999999999996
16,1640.5,3067.1
17,1640.795,3068.8450000000003
18,1640.895,3069.745
19,1641.005,3071.5550000000003
20,1640.9850000000001,3073.415
21,1640.845,3075.3199999999997
22,1640.5900000000001,3077.2650000000003
