,x,y
0,8617.119999999999,3302.245
1,8619.695,3295.605
2,8620.08,3294.76
3,8621.25,3292.72
4,8621.755,3291.875
5,8623.060000000001,3289.91
6,8624.425,3288.025
7,8625.85,3286.2250000000004
8,8626.555,3285.425
9,8628.075,3283.71
10,8629.64,3282.085
11,8631.25,3280.54
12,8632.880000000001,3279.075
13,8634.545,3277.6949999999997
14,8636.235,3276.3999999999996
15,8637.94,3275.19
16,8639.654999999999,3274.0699999999997
17,8641.375,3273.035
18,8643.105,3272.085
19,8644.825,3271.23
20,8647.31,3270.145
21,8648.994999999999,3269.51
22,8650.66,3268.965
23,8652.295,3268.5150000000003
24,8653.9,3268.15
25,8655.465,3267.875
26,8656.99,3267.7
27,8658.465,3267.62
28,8659.885,3267.63
