,x,y
0,2747.7200000000003,-1412.405
1,2750.135,-1412.31
2,2752.145,-1412.135
3,2753.1549999999997,-1412.1100000000001
4,2754.9049999999997,-1411.815
5,2756.44,-1411.395
6,2757.1949999999997,-1411.145
7,2758.7,-1410.4
8,2759.34,-1409.99
9,2760.6400000000003,-1408.995
10,2761.8050000000003,-1407.8200000000002
11,2762.285,-1407.1399999999999
12,2763.25,-1405.7
13,2764.08,-1404.0700000000002
14,2764.775,-1402.25
15,2764.96,-1401.72
16,2765.325,-1399.76
17,2765.3450000000003,-1399.65
18,2765.355,-1399.595
19,2765.56,-1398.17
20,2765.9300000000003,-1395.455
21,2766.175,-1392.995
