,x,y
0,-513.86,906.715
1,-514.815,906.175
2,-515.765,905.6600000000001
3,-521.675,902.7850000000001
4,-523.56,901.845
5,-529.0350000000001,899.26
6,-532.6500000000001,897.35
7,-534.4,896.315
8,-535.23,895.855
9,-536.9,894.75
10,-538.51,893.5799999999999
11,-540.0350000000001,892.3299999999999
12,-540.745,891.8050000000001
13,-542.135,890.4449999999999
14,-543.42,889.0
15,-544.02,888.4
16,-545.14,886.815
17,-545.665,886.145
18,-546.595,884.415
19,-547.37,882.5699999999999
20,-547.75,881.77
21,-548.3,879.755
22,-548.575,878.855
23,-548.885,876.65
24,-549.045,875.645
25,-549.095,873.23
26,-548.93,870.6700000000001
27,-548.895,869.47
28,-548.4300000000001,866.675
29,-548.26,865.335
