,x,y
0,1620.395,3047.44
1,1622.92,3048.38
2,1624.58,3049.09
3,1625.155,3049.3450000000003
4,1627.235,3050.375
5,1629.1599999999999,3051.4750000000004
6,1630.9250000000002,3052.635
7,1632.545,3053.855
8,1634.0149999999999,3055.145
9,1635.335,3056.485
10,1636.52,3057.885
11,1637.07,3058.62
12,1638.0349999999999,3060.1099999999997
13,1638.865,3061.645
14,1639.5549999999998,3063.24
15,1640.115,3064.885
16,1640.5349999999999,3066.58
17,1640.83,3068.3199999999997
18,1640.9299999999998,3069.22
19,1641.04,3071.0299999999997
20,1641.02,3072.89
21,1640.88,3074.7799999999997
22,1640.62,3076.7250000000004
