,x,y,vx,vy,heading
0,8658.42286616932,3283.857513641759,-15.349486970553698,0.36407411544587376,3.1192863389921652
1,8656.891003721954,3283.8912467100995,-15.355126132872101,0.34459857446563547,3.1190578634125785
2,8655.35820443066,3283.9251564364604,-15.320265741956973,0.330966888805051,3.118760735330795
3,8653.830845710621,3283.959146906852,-15.317891790873546,0.3294895421640831,3.1185166083810687
4,8652.302698100142,3283.993803268172,-15.250350211354089,0.287457367726347,3.1184023664683753
5,8650.774618345838,3284.0289125804566,-15.249797656215378,0.29019190138114936,3.118411291492276
6,8649.25007500116,3284.064017738953,-15.231952900830947,0.37850360415632167,3.118483576166522
7,8647.727263882243,3284.099213376133,-15.233992215235048,0.3788519424279002,3.1185778234331605
8,8646.20857808238,3284.134318621792,-15.28976085686736,0.38879725920651254,3.118750512318954
9,8644.689987341108,3284.169764214262,-15.14895901993441,0.37795501767050155,3.119119864197056
10,8643.173163169793,3284.205384534415,-15.140940443961881,0.3768385031753496,3.1197378473319985
11,8641.655998152475,3284.240763848945,-14.926764944266324,0.3450085723125085,3.1205823127641374
12,8640.138887128562,3284.2751892167976,-15.44240999925023,0.355027794603302,3.121499088549456
13,8638.620538917996,3284.3086561295527,-15.046948754443292,0.2972773177498311,3.122530660096631
14,8637.102118723442,3284.340796558604,-15.200124894927285,0.3141998521232381,3.1236477046449114
15,8635.58397347651,3284.3713063663763,-15.15217038380797,0.30999292205706297,3.124732746161825
16,8634.066368888172,3284.400303291885,-15.156237334504112,0.31005965597159957,3.1253618936919074
17,8632.548492297286,3284.4282507960056,-15.264024564985448,0.30986148224201315,3.125436966030833
18,8631.030287996953,3284.4558117713664,-15.144429872598266,0.2500187694658962,3.12509223958137
19,8629.513218505646,3284.48372310154,-15.297446086988202,0.24189141135138925,3.1247167270440284
20,8627.998809191786,3284.5121010516677,-15.101980454255681,0.24408053877323255,3.124343911684197
21,8626.49124811566,3284.540604744562,-15.139739375827048,0.30092237834196567,3.123998966640688
22,8624.986034944159,3284.569616872254,-14.967675439838786,0.293024513389355,3.1235483545539338
23,8623.486651907997,3284.5987781153653,-14.99719720601206,0.27281070248591277,3.123033149382548
24,8621.991752508753,3284.6283740964273,-14.996520471340773,0.27560888725474797,3.122502140650446
25,8620.505995494565,3284.6584223343593,-14.970734122307476,0.3585624746801841,3.1221171775651078
26,8619.025154901692,3284.6891708342896,-14.78817173952848,0.35573154295434506,3.121984979876968
27,8617.549362393049,3284.7206016682285,-14.729394087116816,0.3360116970861782,3.122280802745184
28,8616.077134333163,3284.7519633795246,-14.628242220569518,0.2657360734701797,3.122948459420364
29,8614.606600088278,3284.782305025884,-14.63235165223523,0.2667458753239771,3.1239027307073624
30,8613.137805218832,3284.8113781630586,-14.76363559233505,0.2996084526694176,3.1250340432094244
31,8611.66818289827,3284.839287269422,-14.64418841929728,0.28731924300700484,3.1263319047181746
32,8610.198199114988,3284.8656615242535,-14.639750272108358,0.2866735199040704,3.1276204035336397
33,8608.724228099927,3284.8903814371915,-14.515012218853371,0.2656287379386413,3.128775359660657
34,8607.246587346188,3284.913257598557,-15.117260851056926,0.2539590589594809,3.129742601977203
35,8605.763681628396,3284.9349811954467,-14.720543740968424,0.20425985044767003,3.130733702075138
36,8604.275344115154,3284.9555157320533,-14.982212615359458,0.17143172338819568,3.131786889540376
37,8602.780925251403,3284.9748515675064,-14.86792067229544,0.1463535487664558,3.1328509408016334
38,8601.280887149835,3284.9925812201154,-15.009282773553423,0.1905826185202386,3.1337353418980265
39,8599.775671657444,3285.0087850915925,-15.104125882135122,0.16453505486424547,3.1343960072380534
40,8598.263658847123,3285.023923478453,-15.09035287421284,0.16182645755179692,3.13478531188225
41,8596.746335728736,3285.0382261566574,-15.244781284582132,0.17621534572754172,3.1350114083226326
42,8595.224553981981,3285.0520490214885,-15.028659896233876,0.14102464509505808,3.1350984100694705
43,8593.700781640231,3285.065546624254,-15.284154045530158,0.1275330529506391,3.135155022595821
44,8592.172646621751,3285.07894334997,-15.335857259233308,0.10720682515056978,3.135206069256014
45,8590.643630899074,3285.0922358001544,-15.349998671808862,0.12437943725672085,3.1352681341665316
46,8589.112417139995,3285.1052596331087,-15.335181473401462,0.13543036799092079,3.1352531632010687
