,x,y
0,10088.185000000001,3572.765
1,10081.89,3587.34
2,10080.75,3589.9
3,10079.685000000001,3592.2200000000003
4,10078.689999999999,3594.3199999999997
5,10077.744999999999,3596.2200000000003
6,10076.83,3597.9449999999997
7,10075.93,3599.505
8,10075.02,3600.925
9,10074.075,3602.2200000000003
10,10073.595000000001,3602.805
11,10072.575,3603.9700000000003
12,10071.475,3605.0550000000003
13,10070.279999999999,3606.09
14,10068.970000000001,3607.0950000000003
15,10067.529999999999,3608.085
16,10065.925,3609.08
17,10064.145,3610.105
18,10062.175,3611.1800000000003
19,10061.055,3611.785
20,10049.25,3618.415
