,x,y
0,923.28,18.735
1,925.575,19.619999999999997
2,927.6800000000001,20.575
3,929.605,21.6
4,931.35,22.689999999999998
5,932.915,23.84
6,934.31,25.055
7,935.53,26.34
8,936.59,27.685000000000002
9,937.06,28.384999999999998
10,937.88,29.82
11,938.535,31.325
12,939.0450000000001,32.879999999999995
13,939.4000000000001,34.51
14,939.6099999999999,36.195
15,939.64,37.055
16,939.65,38.83
17,939.53,40.675
18,939.27,42.575
19,938.88,44.535
20,938.375,46.55500000000001
21,937.74,48.63
22,937.3900000000001,49.705
23,936.14,52.915
