,x,y
0,-28.814999999999998,-219.97
1,-41.445,-216.17000000000002
2,-42.44,-215.885
3,-44.269999999999996,-215.475
4,-46.115,-215.245
5,-47.965,-215.155
6,-49.815,-215.21
7,-51.650000000000006,-215.425
8,-53.45,-215.79500000000002
9,-55.21,-216.33999999999997
10,-56.91,-217.07
11,-58.53,-217.98000000000002
12,-59.31,-218.495
13,-60.805,-219.685
14,-62.19,-221.08999999999997
15,-63.46,-222.7
16,-64.6,-224.535
17,-65.075,-225.495
18,-65.99000000000001,-227.65
19,-66.74000000000001,-230.04500000000002
