,x,y
0,8642.215,3259.4399999999996
1,8641.575,3261.265
2,8640.849999999999,3263.21
3,8640.045,3265.08
4,8639.185,3266.855
5,8638.125,3268.5699999999997
6,8636.97,3270.205
7,8635.724999999999,3271.76
8,8634.39,3273.23
9,8632.98,3274.62
10,8631.49,3275.92
11,8630.74,3276.535
12,8629.165,3277.705
13,8627.529999999999,3278.79
14,8625.85,3279.79
15,8624.119999999999,3280.6899999999996
16,8622.36,3281.51
17,8620.57,3282.23
18,8618.75,3282.855
19,8617.855,3283.12
20,8616.015,3283.6099999999997
21,8614.17,3284.005
22,8612.32,3284.3050000000003
23,8610.475,3284.495
24,8608.650000000001,3284.595
25,8606.84,3284.585
26,8605.939999999999,3284.58
