,x,y
0,3606.9700000000003,2161.645
1,3610.45,2157.855
2,3610.81,2157.525
3,3612.425,2156.1949999999997
4,3614.0550000000003,2155.0950000000003
5,3614.8500000000004,2154.62
6,3616.52,2153.83
7,3618.1949999999997,2153.275
8,3619.05,2153.05
9,3620.75,2152.825
10,3622.46,2152.83
11,3624.165,2153.08
12,3625.0699999999997,2153.275
13,3626.79,2153.875
14,3628.505,2154.715
15,3630.2200000000003,2155.8050000000003
16,3630.3450000000003,2155.9
17,3634.265,2159.385
18,3635.3149999999996,2160.5
19,3646.165,2170.42
