,x,y
0,4896.6900000000005,1029.15
1,4896.665000000001,1031.4850000000001
2,4896.645,1031.745
3,4896.6900000000005,1032.0549999999998
4,4899.91,1042.885
5,4900.549999999999,1044.9899999999998
6,4900.635,1046.68
7,4900.485,1047.4450000000002
8,4899.805,1048.755
9,4898.6,1049.97
10,4897.825,1050.5349999999999
11,4896.235000000001,1051.575
12,4894.41,1052.445
13,4892.405000000001,1053.085
14,4891.38,1053.29
15,4889.235000000001,1053.52
16,4887.04,1053.385
17,4886.005,1053.175
18,4883.835,1052.455
19,4881.735000000001,1051.245
20,4880.855,1050.4899999999998
21,4876.445,1046.33
