,x,y
0,2897.885,1133.49
1,2907.765,1133.89
2,2910.245,1134.12
3,2912.56,1134.505
4,2914.725,1135.045
5,2916.73,1135.725
6,2918.59,1136.53
7,2919.48,1136.98
8,2921.135,1137.9650000000001
9,2922.645,1139.06
10,2924.01,1140.26
11,2925.25,1141.56
12,2926.35,1142.945
13,2927.33,1144.405
14,2927.8,1145.1399999999999
15,2928.5950000000003,1146.7
16,2929.27,1148.315
17,2929.83,1149.9850000000001
18,2930.275,1151.69
19,2930.605,1153.43
20,2930.77,1154.275
21,2930.9449999999997,1156.05
22,2930.98,1157.78
