,x,y
0,1468.345,1254.565
1,1468.4450000000002,1255.67
2,1468.655,1258.1100000000001
3,1468.62,1259.14
4,1468.495,1261.4250000000002
5,1468.205,1263.58
6,1467.97,1264.5
7,1467.455,1266.49
8,1467.1,1267.335
9,1466.375,1269.165
10,1465.505,1270.875
11,1464.5149999999999,1272.47
12,1463.925,1273.185
13,1462.75,1274.63
14,1461.47,1275.96
15,1460.095,1277.185
16,1458.62,1278.3049999999998
17,1457.0749999999998,1279.3200000000002
18,1455.455,1280.2350000000001
19,1453.77,1281.055
20,1451.9299999999998,1281.835
