,x,y
0,10599.8,3265.45
1,10596.875,3264.785
2,10594.33,3263.8900000000003
3,10592.150000000001,3262.81
4,10590.305,3261.5600000000004
5,10589.5,3260.885
6,10588.11,3259.435
7,10587.01,3257.885
8,10586.175,3256.27
9,10585.865000000002,3255.415
10,10585.380000000001,3253.73
11,10585.11,3252.04
12,10585.029999999999,3250.37
13,10585.130000000001,3248.75
14,10585.375,3247.2
15,10585.56,3246.43
16,10585.99,3245.035
17,10586.525000000001,3243.7799999999997
18,10587.130000000001,3242.69
19,10593.305,3233.075
