,x,y
0,8654.55,3280.725
1,8650.18,3280.7749999999996
2,8646.355,3280.5950000000003
3,8643.060000000001,3280.215
4,8640.244999999999,3279.6549999999997
5,8639.009999999998,3279.4300000000003
6,8636.825,3278.6400000000003
7,8635.045,3277.705
8,8634.305,3277.295
9,8633.04,3276.185
10,8632.585,3275.675
11,8631.765,3274.415
12,8631.545,3273.815
13,8631.115,3272.4449999999997
14,8631.09,3271.77
15,8630.975,3270.3100000000004
16,8631.095000000001,3269.575
17,8631.225,3268.065
18,8631.505000000001,3266.54
19,8631.89,3265.025
20,8632.36,3263.545
21,8633.875,3259.715
