,x,y
0,4240.825000000001,3018.08
1,4251.3150000000005,3029.25
2,4252.43,3030.635
3,4253.455,3032.04
4,4254.375,3033.4700000000003
5,4255.17,3034.94
6,4255.835,3036.4449999999997
7,4256.35,3037.99
8,4256.6900000000005,3039.59
9,4256.844999999999,3041.245
10,4256.855,3042.06
11,4256.715,3043.8050000000003
12,4256.365,3045.615
13,4255.775,3047.51
14,4255.41,3048.46
15,4254.469999999999,3050.4849999999997
16,4253.26,3052.605
17,4252.0,3054.4300000000003
18,4251.055,3055.57
19,4250.1900000000005,3056.4700000000003
20,4243.674999999999,3063.245
