,x,y
0,-7878.655000000001,-2284.92
1,-7878.77,-2293.7799999999997
2,-7878.4,-2296.4049999999997
3,-7877.865,-2298.87
4,-7877.18,-2301.1800000000003
5,-7876.355,-2303.315
6,-7875.405000000001,-2305.285
7,-7874.8150000000005,-2306.19
8,-7873.719999999999,-2307.885
9,-7872.535,-2309.3999999999996
10,-7871.275,-2310.74
11,-7869.965,-2311.89
12,-7868.610000000001,-2312.85
13,-7867.905000000001,-2313.205
14,-7866.52,-2313.885
15,-7865.135,-2314.375
16,-7864.475,-2314.4700000000003
17,-7863.505,-2314.46
18,-7863.445,-2314.4449999999997
19,-7863.08,-2314.4300000000003
20,-7858.889999999999,-2314.545
21,-7857.405,-2314.5299999999997
