,x,y
0,3602.64,2129.835
1,3603.08,2130.23
2,3608.495,2135.1499999999996
3,3610.1850000000004,2136.755
4,3610.4350000000004,2137.0299999999997
5,3611.63,2138.355
6,3612.77,2139.74
7,3613.84,2141.19
8,3614.305,2141.9750000000004
9,3615.225,2143.51
10,3616.02,2145.105
11,3616.66,2146.7349999999997
12,3617.13,2148.415
13,3617.405,2150.125
14,3617.46,2151.045
15,3617.415,2152.8
16,3617.125,2154.59
17,3616.56,2156.3900000000003
18,3615.705,2158.2200000000003
19,3615.325,2158.895
20,3615.115,2159.105
21,3610.1800000000003,2164.635
