,x,y
0,1094.38,102.75
1,1094.525,102.295
2,1096.625,96.345
3,1096.655,96.11500000000001
4,1096.67,95.625
5,1096.5900000000001,95.38499999999999
6,1096.56,95.33
7,1096.7849999999999,92.9
8,1096.9250000000002,91.33500000000001
9,1096.88,90.94999999999999
10,1096.8000000000002,90.72
11,1096.685,89.525
12,1096.67,89.44
13,1096.21,87.61500000000001
14,1095.21,85.245
15,1093.94,83.245
16,1093.06,81.99000000000001
17,1091.4099999999999,79.595
18,1090.995,78.935
19,1090.3899999999999,77.695
20,1089.99,76.375
21,1089.8200000000002,75.59
22,1089.795,74.08500000000001
23,1090.0949999999998,72.41
24,1090.395,71.345
25,1091.88,68.415
