,x,y
0,5560.05,2986.385
1,5559.295,2986.3050000000003
2,5557.62,2986.215
3,5555.9349999999995,2986.135
4,5549.965,2985.73
5,5547.4349999999995,2985.485
6,5545.715,2985.34
7,5544.1,2985.205
8,5542.360000000001,2984.9300000000003
9,5540.62,2984.5550000000003
10,5538.855,2984.09
11,5537.105,2983.545
12,5535.44,2982.94
13,5533.745,2982.335
14,5532.055,2981.66
15,5530.375,2980.8999999999996
16,5528.705,2980.0550000000003
17,5527.04,2979.115
18,5525.389999999999,2978.08
19,5524.545,2977.575
20,5522.925,2976.385
21,5521.32,2975.085
22,5519.73,2973.665
23,5518.16,2972.13
24,5516.605,2970.4700000000003
25,5515.07,2968.675
26,5514.389999999999,2967.725
27,5512.905000000001,2965.7200000000003
28,5511.450000000001,2963.5699999999997
29,5510.015,2961.27
30,5509.96,2961.145
31,5509.865,2960.7200000000003
32,5509.6900000000005,2960.325
33,5509.47,2960.0
