,x,y
0,-2264.4700000000003,-3448.505
1,-2264.3950000000004,-3448.2650000000003
2,-2263.91,-3446.83
3,-2263.7650000000003,-3446.4750000000004
4,-2263.15,-3444.76
5,-2263.005,-3444.1850000000004
6,-2262.55,-3442.1499999999996
7,-2262.24,-3440.2
8,-2262.09,-3438.325
9,-2262.09,-3436.52
10,-2262.175,-3435.63
11,-2262.395,-3433.92
12,-2262.7799999999997,-3432.255
13,-2263.3199999999997,-3430.63
14,-2264.02,-3429.0299999999997
15,-2264.44,-3428.27
16,-2265.37,-3426.71
17,-2266.455,-3425.15
18,-2267.705,-3423.59
19,-2269.13,-3422.01
20,-2269.8500000000004,-3421.3
21,-2271.71,-3419.515
