,x,y
0,-7931.945,-831.97
1,-7931.879999999999,-830.885
2,-7931.86,-829.825
3,-7931.65,-823.7550000000001
4,-7931.719999999999,-822.745
5,-7931.84,-821.76
6,-7932.014999999999,-820.815
7,-7932.5599999999995,-817.835
8,-7932.844999999999,-816.96
9,-7933.9400000000005,-814.215
10,-7934.35,-813.435
11,-7934.82,-812.705
12,-7936.1849999999995,-811.01
13,-7936.795,-810.39
14,-7938.965,-808.905
15,-7939.725,-808.4100000000001
16,-7941.86,-807.1949999999999
17,-7942.775,-806.8299999999999
18,-7944.700000000001,-806.22
19,-7947.855,-805.545
20,-7949.02,-805.415
