,x,y
0,592.265,-904.815
1,592.095,-906.315
2,592.085,-907.9100000000001
3,592.23,-909.59
4,592.595,-911.325
5,593.1099999999999,-912.875
6,593.675,-914.645
7,594.43,-916.7049999999999
8,595.24,-918.55
9,596.12,-920.405
10,597.22,-922.1800000000001
11,598.4300000000001,-923.89
12,599.75,-925.535
13,600.385,-926.335
14,601.845,-927.8399999999999
15,603.395,-929.2349999999999
16,605.04,-930.495
17,605.795,-931.065
18,607.5350000000001,-932.115
19,609.355,-932.985
20,610.16,-933.325
21,612.06,-933.925
22,614.885,-934.48
