,x,y
0,5558.9400000000005,2983.2
1,5558.035,2983.19
2,5555.145,2983.065
3,5554.27,2983.0299999999997
4,5552.55,2982.895
5,5550.450000000001,2982.71
6,5547.66,2982.415
7,5545.785,2982.2
8,5545.065,2982.165
9,5543.280000000001,2981.84
10,5541.575000000001,2981.41
11,5539.924999999999,2980.885
12,5538.34,2980.29
13,5536.905000000001,2979.63
14,5535.475,2978.98
15,5534.075000000001,2978.25
16,5532.14,2977.0550000000003
17,5530.79,2976.13
18,5529.4400000000005,2975.125
19,5528.075000000001,2974.0299999999997
20,5526.6900000000005,2972.84
21,5525.889999999999,2972.155
22,5522.33,2968.705
23,5521.514999999999,2967.9049999999997
24,5519.865,2966.245
25,5518.135,2964.46
26,5516.3099999999995,2962.5649999999996
27,5514.385,2960.535
28,5513.530000000001,2959.42
