,x,y
0,10204.445,3290.9049999999997
1,10206.07,3287.88
2,10206.724999999999,3286.76
3,10207.994999999999,3284.5150000000003
4,10209.285,3282.465
5,10210.575,3280.535
6,10211.905,3278.74
7,10213.275,3277.145
8,10214.74,3275.7799999999997
9,10216.24,3274.5550000000003
10,10217.76,3273.445
11,10219.31,3272.505
12,10220.89,3271.695
13,10222.485,3271.0
14,10224.099999999999,3270.41
15,10225.73,3269.925
16,10227.369999999999,3269.535
17,10228.175,3269.365
18,10229.815,3269.09
19,10231.455,3268.885
20,10233.1,3268.74
21,10234.74,3268.65
22,10237.335,3268.55
23,10238.425,3268.54
