,x,y,vx,vy,heading
0,572.0320129222497,4003.4210113206263,0.00022921372836182474,0.0003207824459672911,-3.094768261524479
1,572.1011618592005,4003.4388774823183,0.00025440777604486634,0.00035203342104554687,-3.0947026104260424
2,572.1795126418499,4003.4591408789465,0.0003046581612353428,0.0004143645539788773,-3.0946404845925075
3,572.2643929789587,4003.4812847264684,0.0003549085464258192,0.0004766956869122077,-3.094593878102738
4,572.3534332488788,4003.5047630765675,0.00036675120824359984,0.0004894338550316884,-3.0945692371698392
5,572.4450159658988,4003.529353750122,0.0003405303041964727,0.0004530234426870121,-3.094550062576049
6,572.541848712496,4003.5561522185685,0.00031430940014934555,0.0004166130303423359,-3.0945245645378727
7,572.6432486939934,4003.583839376346,0.0002880884961022184,0.0003802026179976596,-3.094505410284898
8,572.7415985014961,4003.6091628672334,0.0002618675920550913,0.00034379220565298335,-3.094503618955645
9,572.830730092941,4003.6304460100005,0.00023564668800796413,0.0003073817933083071,-3.094518359138834
10,572.9062647346357,4003.6468195008297,0.000209425783960837,0.0002709713809636308,-3.094565247735556
11,572.9755827441979,4003.65994013568,0.00018320487991370986,0.00023456096861895455,-3.094604582954765
12,573.0484977161948,4003.671181836811,0.00013423078861390318,0.0001709096375516443,-3.0946588115869442
13,573.1209863341171,4003.6796316362506,6.248532937505561e-05,7.999562120240467e-05,-3.094661551480459
14,573.178525452498,4003.682659372682,1.6721469698077485e-05,2.17474781029389e-05,-3.0945292939030375
15,573.2097190624576,4003.6781144133265,-1.0073910938676243e-05,-1.1970860928443427e-06,-3.094345368184217
16,573.2092071527035,4003.6656082206327,-2.651906925715615e-05,-1.131162187949508e-05,-3.094164910710868
17,573.1723418322083,4003.6448634916856,-2.5113965744464404e-05,-1.0649177700591877e-05,-3.0940875873638687
18,573.0998299559539,4003.6163811518836,-2.370886223177266e-05,-9.986733521688675e-06,-3.0941991223511813
19,572.9954961487617,4003.5814662052076,-3.188023998722896e-05,-1.2704131210367518e-05,-3.094329646880279
20,572.8634302999044,4003.54159603269,-3.6656710375153405e-05,-1.4051540593968405e-05,-3.0943544506324296
21,572.7105127413874,4003.4987239954717,-2.7371162147616303e-05,-1.0303164285895166e-05,-3.0944081304530333
22,572.5512384963718,4003.455399374072,-1.66929033422267e-05,-6.142216112952684e-06,-3.094598274744899
23,572.3875962583827,4003.4128733352527,-8.632166421865778e-06,-3.095249940405972e-06,-3.0945677536469254
24,572.2166665167632,4003.371671694076,-3.32823974827682e-06,-1.1693610282318273e-06,-3.0944541278764786
25,572.0311539856996,4003.330300926121,-1.4051635965861343e-06,-3.5965926768409967e-07,-3.094716411718471
26,571.8278111893535,4003.2888983722914,-1.5263889720321495e-05,-4.34931662001056e-06,-3.0952705446540483
27,571.6097806107311,4003.249915196598,-0.00011945142350317534,-3.0972572548642626e-05,-3.0960675605114196
28,571.3849072164652,4003.2165562402383,-0.0007981807241561488,-0.00018635619671818492,-3.097171339923849
