,x,y
0,3266.855,1819.78
1,3265.6949999999997,1817.775
2,3265.175,1816.885
3,3264.295,1814.975
4,3263.51,1813.0500000000002
5,3262.875,1811.3649999999998
6,3262.3050000000003,1809.5349999999999
7,3261.975,1807.8
8,3261.79,1806.17
9,3261.795,1805.31
10,3261.885,1803.53
11,3262.225,1802.0149999999999
12,3262.66,1800.525
13,3263.375,1799.0349999999999
14,3264.175,1797.67
15,3265.145,1796.4299999999998
16,3266.38,1795.15
17,3268.135,1793.845
18,3270.035,1792.58
19,3272.23,1791.33
20,3274.675,1790.045
