,x,y
0,2033.4,982.585
1,2032.685,985.24
2,2030.375,995.0799999999999
3,2029.9299999999998,996.745
4,2029.48,998.31
5,2029.01,999.79
6,2028.5149999999999,1001.185
7,2027.9850000000001,1002.51
8,2027.4,1003.77
9,2026.76,1004.975
10,2026.0549999999998,1006.135
11,2025.72,1006.66
12,2024.9050000000002,1007.755
13,2023.995,1008.8299999999999
14,2023.545,1009.3
15,2022.49,1010.35
16,2021.3200000000002,1011.395
17,2020.02,1012.445
18,2018.585,1013.51
19,2017.855,1013.995
20,2016.205,1015.105
21,2014.4,1016.245
22,2012.415,1017.43
23,2010.255,1018.665
24,2005.3600000000001,1021.335
25,1998.085,1025.17
