,x,y
0,9273.41,5035.615
1,9275.68,5036.52
2,9277.695,5037.38
3,9278.599999999999,5037.835
4,9280.385,5038.889999999999
5,9282.01,5040.07
6,9283.465,5041.375
7,9284.099999999999,5042.035
8,9285.315,5043.495000000001
9,9286.345000000001,5045.049999999999
10,9286.755000000001,5045.844999999999
11,9287.529999999999,5047.525
12,9288.11,5049.285
13,9288.505000000001,5051.110000000001
14,9288.58,5052.055
15,9288.69,5053.969999999999
16,9288.605,5055.93
17,9288.314999999999,5057.925
18,9287.825,5059.9400000000005
19,9287.085,5062.0650000000005
