,x,y
0,2001.98,1160.745
1,1999.87,1160.7649999999999
2,1995.045,1160.6100000000001
3,1992.9850000000001,1160.1750000000002
4,1991.125,1159.44
5,1989.48,1158.4850000000001
6,1988.65,1157.975
7,1987.335,1156.74
8,1986.24,1155.34
9,1985.7350000000001,1154.6
10,1984.97,1153.0149999999999
11,1984.4250000000002,1151.325
12,1984.22,1150.46
13,1983.99,1148.665
14,1983.995,1146.8249999999998
15,1984.0700000000002,1145.935
16,1984.37,1144.185
17,1984.425,1144.0349999999999
18,1984.57,1143.5349999999999
19,1984.935,1142.255
