,x,y
0,8654.545,3280.71
1,8650.169999999998,3280.76
2,8646.345000000001,3280.585
3,8643.05,3280.205
4,8640.235,3279.64
5,8639.0,3279.415
6,8636.815,3278.62
7,8635.029999999999,3277.685
8,8634.295,3277.2799999999997
9,8633.029999999999,3276.165
10,8632.575,3275.6549999999997
11,8631.755000000001,3274.4049999999997
12,8631.535,3273.8050000000003
13,8631.105,3272.4300000000003
14,8631.08,3271.755
15,8630.96,3270.295
16,8631.075,3269.565
17,8631.215,3268.045
18,8631.49,3266.525
19,8631.880000000001,3265.015
20,8632.349999999999,3263.525
21,8633.865,3259.695
