,x,y
0,923.395,18.805
1,925.6949999999999,19.689999999999998
2,927.8,20.645
3,929.73,21.665
4,931.475,22.75
5,933.0450000000001,23.905
6,934.435,25.125
7,935.6600000000001,26.405
8,936.72,27.75
9,937.19,28.450000000000003
10,938.005,29.884999999999998
11,938.665,31.384999999999998
12,939.175,32.94
13,939.53,34.57
14,939.745,36.260000000000005
15,939.78,37.120000000000005
16,939.785,38.894999999999996
17,939.6600000000001,40.735
18,939.4000000000001,42.635000000000005
19,939.02,44.595
20,938.51,46.614999999999995
21,937.88,48.69499999999999
22,937.53,49.769999999999996
23,936.28,52.975
