,x,y
0,10204.295,3290.86
1,10205.92,3287.83
2,10206.58,3286.71
3,10207.849999999999,3284.4700000000003
4,10209.14,3282.415
5,10210.435000000001,3280.49
6,10211.765,3278.6949999999997
7,10213.130000000001,3277.0950000000003
8,10214.595000000001,3275.735
9,10216.099999999999,3274.505
10,10217.619999999999,3273.4
11,10219.175,3272.46
12,10220.755000000001,3271.645
13,10222.355,3270.95
14,10223.965,3270.3599999999997
15,10225.59,3269.875
16,10227.23,3269.4849999999997
17,10228.035,3269.3149999999996
18,10229.675,3269.04
19,10231.325,3268.835
20,10232.965,3268.69
21,10234.61,3268.6
22,10237.205,3268.495
23,10238.295,3268.485
