,x,y
0,1190.0900000000001,117.53999999999999
1,1183.26,115.095
2,1180.62,114.10499999999999
3,1177.275,112.76
4,1175.0349999999999,111.785
5,1172.1950000000002,110.39500000000001
6,1170.315,109.375
7,1168.585,108.33
8,1166.35,106.75
9,1164.9099999999999,105.605
10,1163.58,104.42
11,1162.3600000000001,103.19
12,1161.775,102.59
13,1160.73,101.3
14,1159.7600000000002,99.945
15,1158.8649999999998,98.53
16,1158.525,97.91
17,1157.745,96.41
18,1157.49,95.775
19,1156.785,94.19
20,1156.115,92.525
21,1155.935,91.85499999999999
22,1155.1599999999999,89.435
23,1155.145,89.2
24,1155.06,88.87
25,1154.98,88.67
