,x,y
0,1152.925,-227.12
1,1155.725,-227.15
2,1157.695,-226.96
3,1159.63,-226.57
4,1160.565,-226.32
5,1162.42,-225.67000000000002
6,1164.22,-224.85500000000002
7,1165.9450000000002,-223.88
8,1167.59,-222.765
9,1169.135,-221.51
10,1169.8600000000001,-220.85500000000002
11,1171.26,-219.435
12,1172.545,-217.91
13,1173.6999999999998,-216.295
14,1174.72,-214.6
15,1175.5900000000001,-212.83499999999998
16,1176.305,-211.015
17,1176.595,-210.095
18,1177.065,-208.20999999999998
19,1177.355,-206.3
20,1177.45,-204.37
