,x,y
0,8642.2,3259.4399999999996
1,8641.885,3260.18
2,8641.57,3261.0150000000003
3,8639.805,3265.7749999999996
4,8639.195,3267.385
5,8638.57,3268.955
6,8637.94,3270.48
7,8637.675,3271.2
8,8637.055,3272.67
9,8636.369999999999,3274.1
10,8635.595,3275.495
11,8634.765,3276.84
12,8634.325,3277.4700000000003
13,8633.395,3278.765
14,8632.385,3280.02
15,8631.295,3281.225
16,8630.115,3282.395
17,8628.84,3283.515
18,8627.46,3284.5950000000003
19,8625.97,3285.635
20,8624.36,3286.625
21,8622.625,3287.575
22,8619.875,3288.9
23,8617.8,3289.745
24,8615.57,3290.545
25,8613.189999999999,3291.3
26,8610.635,3292.015
27,8607.9,3292.685
28,8603.535,3293.7650000000003
29,8602.685000000001,3294.01
